OrderDate,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,Region,CustomerType
2024-08-06,Stoma Care,Adhesive Ring,6,240.25,1441.5,Syddanmark,Hospital
2024-12-06,Infusion Therapy,Infusion Pump,11,98.48,1083.28,Nordjylland,Private
2024-09-28,Incontinence,Absorbent Pads,3,167.79,503.37,Nordjylland,Clinic
2024-08-15,Incontinence,Adult Diapers,16,84.89,1358.24,Nordjylland,Clinic
2024-04-01,Stoma Care,Stoma Bag,6,131.49,788.94,Hovedstaden,Hospital
2024-08-13,Incontinence,Adult Diapers,15,25.16,377.4,Sjælland,Private
2024-05-01,Wound Care,Antiseptic Spray,10,87.58,875.8,Sjælland,Hospital
2024-07-09,Incontinence,Absorbent Pads,18,46.9,844.2,Syddanmark,Clinic
2024-06-30,Nutrition,Nutritional Supplement,10,163.14,1631.4,Nordjylland,Care Home
2024-04-09,Incontinence,Absorbent Pads,19,53.87,1023.53,Midtjylland,Hospital
2024-12-29,Wound Care,Sterile Bandage,2,189.96,379.92,Sjælland,Clinic
2024-11-26,Infusion Therapy,IV Tubing Set,2,41.44,82.88,Nordjylland,Care Home
2024-04-27,Incontinence,Absorbent Pads,10,191.28,1912.8,Sjælland,Clinic
2024-03-18,Nutrition,Nutritional Supplement,11,19.42,213.62,Syddanmark,Private
2024-07-06,Stoma Care,Stoma Bag,12,14.6,175.2,Hovedstaden,Care Home
2024-04-30,Infusion Therapy,IV Tubing Set,19,174.29,3311.51,Hovedstaden,Care Home
2024-12-02,Nutrition,Nutritional Supplement,-11,56.27,618.97,Hovedstaden,Care Home
2024-11-17,Diabetes,Insulin Pen,2,219.69,439.38,Syddanmark,Hospital
2024-06-06,Wound Care,Sterile Bandage,17,14.55,247.35,Sjælland,Clinic
2024-10-06,Incontinence,Adult Diapers,6,237.0,1422.0,Sjælland,Care Home
2024-02-13,Wound Care,Sterile Bandage,12,70.7,848.4,Sjælland,Care Home
2024-08-21,Nutrition,Enteral Nutrition Formula,3,232.51,697.53,Syddanmark,Clinic
2024-05-15,Wound Care,Sterile Bandage,10,267.74,2677.4,Nordjylland,Clinic
2024-12-19,Infusion Therapy,IV Tubing Set,8,116.3,930.4,Hovedstaden,Private
2024-04-01,Nutrition,Enteral Nutrition Formula,7,116.35,814.45,Syddanmark,Hospital
2024-12-29,Nutrition,Enteral Nutrition Formula,-16,155.92,2494.72,Midtjylland,Care Home
2024-09-06,Stoma Care,Adhesive Ring,19,196.82,3739.58,Hovedstaden,Private
2024-10-16,Incontinence,Absorbent Pads,10,221.47,2214.7,Hovedstaden,Clinic
2024-10-07,Infusion Therapy,,14,34.98,489.72,Sjælland,Private
2024-07-09,Respiratory Care,CPAP Machine,4,169.46,677.84,Syddanmark,Care Home
2024-12-04,Incontinence,Adult Diapers,3,65.27,195.81,Sjælland,Hospital
2024-09-07,Infusion Therapy,IV Tubing Set,8,270.86,2166.88,Nordjylland,Clinic
2024-07-20,Incontinence,Absorbent Pads,2,288.87,577.74,Hovedstaden,Clinic
2024-05-06,Infusion Therapy,IV Tubing Set,8,243.12,1944.96,Sjælland,Care Home
2024-10-14,Wound Care,Antiseptic Spray,5,39.72,198.6,Hovedstaden,Hospital
2024-08-29,Infusion Therapy,Infusion Pump,7,218.18,1527.26,Syddanmark,Hospital
2024-05-31,Nutrition,Nutritional Supplement,2,100.34,200.68,Sjælland,Hospital
2024-02-07,Stoma Care,Adhesive Ring,8,138.51,1108.08,Sjælland,Clinic
2024-09-29,Incontinence,Absorbent Pads,1,162.03,162.03,Nordjylland,Private
2024-07-23,Nutrition,Nutritional Supplement,5,18.5,92.5,Syddanmark,Care Home
2024-10-28,Incontinence,Adult Diapers,8,66.07,528.56,Sjælland,Clinic
2024-06-25,Wound Care,Antiseptic Spray,11,122.05,1342.55,Sjælland,Clinic
2024-02-25,Diabetes,Test Strips,4,271.09,1084.36,Sjælland,Private
2024-12-08,Nutrition,Nutritional Supplement,4,249.32,997.28,Hovedstaden,Care Home
2024-07-10,Diabetes,Blood Glucose Meter,7,160.28,1121.96,Syddanmark,Care Home
2024-08-19,Stoma Care,Stoma Bag,9,142.88,1285.92,Hovedstaden,Hospital
2024-05-24,Infusion Therapy,Infusion Pump,2,146.24,292.48,Nordjylland,Care Home
2024-02-02,Nutrition,Enteral Nutrition Formula,10,202.56,2025.6,Sjælland,Clinic
2024-11-28,Incontinence,Absorbent Pads,13,250.01,3250.13,Nordjylland,Hospital
2024-12-10,Diabetes,Blood Glucose Meter,19,81.53,1549.07,Hovedstaden,Care Home
2024-02-06,Infusion Therapy,Infusion Pump,18,133.77,2407.86,Nordjylland,Clinic
2024-07-22,Infusion Therapy,IV Tubing Set,16,172.82,2765.12,Sjælland,Clinic
2024-03-04,Nutrition,Enteral Nutrition Formula,18,263.27,4738.86,Syddanmark,Hospital
2024-06-29,Infusion Therapy,IV Tubing Set,9,226.95,2042.55,Midtjylland,Private
2024-06-24,Diabetes,Blood Glucose Meter,12,234.73,2816.76,Hovedstaden,Hospital
2024-04-25,Diabetes,Test Strips,3,107.54,322.62,Sjælland,Hospital
2024-12-10,Wound Care,Antiseptic Spray,11,83.12,914.32,Hovedstaden,Clinic
2024-10-05,Wound Care,Antiseptic Spray,9,286.78,2581.02,Syddanmark,Hospital
2024-10-02,Respiratory Care,Oxygen Concentrator,19,67.48,1282.12,Nordjylland,Private
2024-05-02,Incontinence,Absorbent Pads,12,253.92,3047.04,Midtjylland,Care Home
2024-05-14,Infusion Therapy,IV Tubing Set,3,76.81,230.43,Midtjylland,Care Home
2024-11-10,Nutrition,Nutritional Supplement,10,151.16,1511.6,Hovedstaden,Hospital
2024-06-25,Diabetes,Test Strips,4,220.63,882.52,Syddanmark,Care Home
2024-06-23,Nutrition,Nutritional Supplement,2,228.59,457.18,Hovedstaden,Care Home
2024-11-18,Nutrition,Enteral Nutrition Formula,18,114.34,2058.12,Nordjylland,Private
2024-06-28,Respiratory Care,CPAP Machine,16,252.65,4042.4,Sjælland,Private
2024-11-06,Infusion Therapy,IV Tubing Set,1,122.72,122.72,Syddanmark,Hospital
2024-08-21,Diabetes,Blood Glucose Meter,17,289.26,4917.42,Midtjylland,Clinic
2024-02-04,Wound Care,Sterile Bandage,4,233.73,934.92,Syddanmark,Private
2024-03-20,Diabetes,Test Strips,1,255.2,255.2,Nordjylland,Care Home
2024-12-24,Respiratory Care,CPAP Machine,15,165.75,2486.25,Syddanmark,Care Home
